suite,configuration,method,window,workload_replay_id,energy_uncertainty,workload_uncertainty,sample_size,gamma,rho,effective_capacity_fraction,bess_degradation_cost_usd_per_mwh_throughput,solver_status,solve_wall_time_seconds,solver_runtime_seconds,mip_gap,decomposition_iterations,active_scenario_count,nominal_grid_cost_usd,nominal_bess_degradation_cost_usd,nominal_operating_cost_usd,actual_grid_cost_usd,actual_operating_cost_usd,actual_carbon_kg,actual_curtailment_mwh,batch_adjustment_mwh,workload_envelope_violation_mwh,grid_limit_violation_mw,ramp_violation_mw,workload_violation,grid_limit_violation,ramp_violation
main,deterministic,deterministic,2025-04-01,0,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,14849.63936166434,15347.971612752763,119836.6226815564,0.0,57.078074568528045,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,1,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,15108.253155076593,15606.585406165015,123768.61848057453,0.12997513980572056,62.18224625604716,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,2,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,15643.423810712078,16141.7560618005,137265.5351735037,0.0,48.37280908507732,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,3,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,14800.93101681483,15299.263267903252,119873.40935699226,0.10582648385331406,55.287736456047654,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,4,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,16394.418524656397,16892.750775744822,148539.84503283395,0.0,51.15140507164545,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,5,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,14805.739028339643,15304.071279428066,123339.89365546072,0.03155964619512991,57.86023820791802,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,6,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,16201.058768113477,16699.3910192019,146271.69774689677,0.0,50.20015622650206,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,7,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,16081.70106559496,16580.033316683384,144509.25557120756,0.07013633007356648,55.11992089443317,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,8,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,15315.022638871527,15813.35488995995,133574.26149659842,0.0,52.69012748800193,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,9,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,16140.998250175744,16639.33050126417,136058.5594130179,0.01982322591406116,60.83854560788305,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,10,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,15904.646022644294,16402.97827373272,139802.48037748504,0.0,53.60288234399802,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,11,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,15159.247784625364,15657.580035713787,129844.40442812523,0.0042017267764346555,47.959356677809595,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,12,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,16558.703953475906,17057.03620456433,162228.25943164376,0.22575672705205924,47.590948566770514,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,13,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,16628.319248358883,17126.651499447307,149749.4473472982,0.11693231986521391,54.633333218841656,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,14,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,15503.571839818955,16001.904090907377,128801.35493543523,0.04370494343144116,53.82023390175025,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,15,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,16334.121243790332,16832.453494878755,146475.00179355536,0.06437675313789681,52.081282633212,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,16,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,14890.997367461478,15389.3296185499,119344.70789895095,0.02391928564148374,48.103161756477114,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,17,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,16117.650240239138,16615.982491327562,138438.79458871298,0.2636081929843933,62.38280531781889,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,18,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,16105.381092305503,16603.713343393927,145280.96644895396,0.08797410066261291,57.122579410540865,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,19,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,15345.904902208556,15844.23715329698,132277.97551601077,0.045943584578983954,51.39936466866588,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,20,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,15565.966003666475,16064.298254754898,135273.57558915773,0.0,49.92826835373721,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-04-01,21,True,True,0,,,0.7,20.0,optimal,4.699024300000019,4.699025500000062,0.0,0,0,15462.571791668624,498.33225108842294,15960.904042757047,15110.696025922558,15609.02827701098,129537.26165785285,0.0274740099362355,50.54623047110875,0.0,0.0,0.0,False,False,False
