method,held_out_fold,validation_window_id,sample_size,feasible,solver_status,solver_runtime_seconds,mip_gap,decomposition_iterations,active_scenario_count,carbon_cut_count,carbon_cut_violation_lower_bound,nominal_grid_cost_usd,nominal_bess_degradation_cost_usd,nominal_operating_cost_usd,actual_grid_cost_usd,actual_operating_cost_usd,actual_carbon_kg,carbon_budget_kg,actual_curtailment_mwh,training_mean_batch_adjustment_mwh,validation_batch_adjustment_mwh,workload_violation,carbon_violation,grid_limit_violation,ramp_violation
SAA,fold_1,0,20,False,carbon_chance_infeasible_by_cut_lower_bound,642.3806175999925,0.0,1,3,11,6,,,,,,,,,,,True,True,True,True
