scenario_id,hour,baseline_cores,baseline_energy_core_hours,flexible_window_energy_core_hours,arrival_work_core_hours,due_work_core_hours,cumulative_arrived_core_hours,cumulative_due_core_hours
0,454,469890.802245,469890.802245,3148226.839834,469890.802245,520801.098023,261522600.462128,258895174.720316
0,455,221170.701835,221170.701835,2848596.443647,221170.701835,650908.35802,261743771.163963,259546083.078336
0,456,326222.077324,326222.077324,2523910.162952,326222.077324,294116.987849,262069993.241287,259840200.066185
0,457,414374.807059,414374.807059,2644167.982161,414374.807059,350794.324312,262484368.048346,260190994.390497
0,458,263708.609643,263708.609643,2557082.267492,263708.609643,340039.223593,262748076.657989,260531033.61409
0,459,416097.163595,416097.163595,2633140.207494,416097.163595,521676.045793,263164173.821584,261052709.659883
0,460,491928.688301,491928.688301,2603392.850002,491928.688301,469890.802245,263656102.509885,261522600.462128
0,461,1121980.645735,1121980.645735,3255482.693492,1121980.645735,221170.701835,264778083.15562,261743771.163963
0,462,1290798.536609,1290798.536609,4325110.528266,1290798.536609,326222.077324,266068881.692229,262069993.241287
0,463,641162.282633,641162.282633,4640050.733575,641162.282633,414374.807059,266710043.974862,262484368.048346
0,464,441480.324237,441480.324237,4667156.250753,441480.324237,263708.609643,267151524.299099,262748076.657989
0,465,539209.787519,539209.787519,4942657.428629,539209.787519,416097.163595,267690734.086618,263164173.821584
0,466,750980.208847,750980.208847,5277540.473882,750980.208847,491928.688301,268441714.295465,263656102.509885
0,467,766459.065678,766459.065678,5552070.851259,766459.065678,1121980.645735,269208173.361143,264778083.15562
0,468,327580.139718,327580.139718,4757670.345242,327580.139718,1290798.536609,269535753.500861,266068881.692229
0,469,439418.6557,439418.6557,3906290.464333,439418.6557,641162.282633,269975172.156561,266710043.974862
0,470,702161.731474,702161.731474,3967289.913174,702161.731474,441480.324237,270677333.888035,267151524.299099
0,471,572516.556229,572516.556229,4098326.145166,572516.556229,539209.787519,271249850.444264,267690734.086618
0,472,671193.070078,671193.070078,4230309.427725,671193.070078,750980.208847,271921043.514342,268441714.295465
0,473,820917.623136,820917.623136,4300246.842013,820917.623136,766459.065678,272741961.137478,269208173.361143
0,474,1002619.06717,1002619.06717,4536406.843505,1002619.06717,327580.139718,273744580.204648,269535753.500861
0,475,865399.358305,865399.358305,5074226.062092,865399.358305,439418.6557,274609979.562953,269975172.156561
0,476,932055.853106,932055.853106,5566863.259497,932055.853106,702161.731474,275542035.416059,270677333.888035
0,477,507600.707887,507600.707887,5372302.23591,507600.707887,572516.556229,276049636.123946,271249850.444264
0,478,458522.676721,458522.676721,5258308.356403,458522.676721,671193.070078,276508158.800667,271921043.514342
0,479,309869.031964,309869.031964,4896984.318289,309869.031964,820917.623136,276818027.832631,272741961.137478
0,480,326222.077324,326222.077324,4402288.772477,326222.077324,1002619.06717,277144249.909955,273744580.204648
0,481,414374.807059,414374.807059,3814044.512366,414374.807059,865399.358305,277558624.717014,274609979.562953
0,482,263708.609643,263708.609643,3212353.763703,263708.609643,932055.853106,277822333.326657,275542035.416059
0,483,416097.163595,416097.163595,2696395.074192,416097.163595,507600.707887,278238430.490252,276049636.123946
0,484,491928.688301,491928.688301,2680723.054607,491928.688301,458522.676721,278730359.178553,276508158.800667
0,485,1121980.645735,1121980.645735,3344181.02362,1121980.645735,309869.031964,279852339.824288,276818027.832631
0,486,1290798.536609,1290798.536609,4325110.528266,1290798.536609,326222.077324,281143138.360897,277144249.909955
0,487,641162.282633,641162.282633,4640050.733575,641162.282633,414374.807059,281784300.64353,277558624.717014
0,488,441480.324237,441480.324237,4667156.250753,441480.324237,263708.609643,282225780.967767,277822333.326657
0,489,539209.787519,539209.787519,4942657.428629,539209.787519,416097.163595,282764990.755286,278238430.490252
0,490,750980.208847,750980.208847,5277540.473882,750980.208847,491928.688301,283515970.964133,278730359.178553
0,491,766459.065678,766459.065678,5552070.851259,766459.065678,1121980.645735,284282430.029811,279852339.824288
0,492,327580.139718,327580.139718,4757670.345242,327580.139718,1290798.536609,284610010.169529,281143138.360897
0,493,439418.6557,439418.6557,3906290.464333,439418.6557,641162.282633,285049428.825229,281784300.64353
0,494,702161.731474,702161.731474,3967289.913174,702161.731474,441480.324237,285751590.556703,282225780.967767
0,495,572516.556229,572516.556229,4098326.145166,572516.556229,539209.787519,286324107.112932,282764990.755286
0,496,671193.070078,671193.070078,4230309.427725,671193.070078,750980.208847,286995300.18301,283515970.964133
0,497,820917.623136,820917.623136,4300246.842013,820917.623136,766459.065678,287816217.806146,284282430.029811
0,498,1002619.06717,1002619.06717,4536406.843505,1002619.06717,327580.139718,288818836.873316,284610010.169529
0,499,865399.358305,865399.358305,5074226.062092,865399.358305,439418.6557,289684236.231621,285049428.825229
0,500,932055.853106,932055.853106,5566863.259497,932055.853106,702161.731474,290616292.084727,285751590.556703
0,501,507600.707887,507600.707887,5372302.23591,507600.707887,572516.556229,291123892.792614,286324107.112932
0,502,458522.676721,458522.676721,5258308.356403,458522.676721,671193.070078,291582415.469335,286995300.18301
0,503,309869.031964,309869.031964,4896984.318289,309869.031964,820917.623136,291892284.501299,287816217.806146
0,504,681029.242389,681029.242389,4757095.937541,681029.242389,1002619.06717,292573313.743688,288818836.873316
0,505,583389.299705,583389.299705,4337866.170077,583389.299705,865399.358305,293156703.043393,289684236.231621
0,506,381840.790854,381840.790854,3854307.602625,381840.790854,932055.853106,293538543.834247,290616292.084727
0,507,506251.437097,506251.437097,3428503.186616,506251.437097,507600.707887,294044795.271344,291123892.792614
0,508,580552.226351,580552.226351,3501454.705081,580552.226351,458522.676721,294625347.497695,291582415.469335
0,509,972113.491621,972113.491621,4015045.519981,972113.491621,309869.031964,295597460.989316,291892284.501299
0,510,1069553.062874,1069553.062874,4774729.550891,1069553.062874,681029.242389,296667014.05219,292573313.743688
0,511,663877.835671,663877.835671,4757578.144173,663877.835671,583389.299705,297330891.887861,293156703.043393
0,512,516835.771361,516835.771361,4691024.615828,516835.771361,381840.790854,297847727.659222,293538543.834247
0,513,415982.775467,415982.775467,4725166.600442,415982.775467,506251.437097,298263710.434689,294044795.271344
0,514,463210.157108,463210.157108,4682125.320453,463210.157108,580552.226351,298726920.591797,294625347.497695
0,515,831597.860379,831597.860379,4933170.954481,831597.860379,972113.491621,299558518.452176,295597460.989316
0,516,499901.705349,499901.705349,4460959.168208,499901.705349,1069553.062874,300058420.157525,296667014.05219
0,517,309278.015727,309278.015727,3700684.121062,309278.015727,663877.835671,300367698.173252,297330891.887861
0,518,393128.753229,393128.753229,3429935.038619,393128.753229,516835.771361,300760826.926481,297847727.659222
0,519,622477.810228,622477.810228,3535577.077486,622477.810228,415982.775467,301383304.736709,298263710.434689
0,520,613521.462241,613521.462241,3733115.76426,613521.462241,463210.157108,301996826.19895,298726920.591797
0,521,371897.88254,371897.88254,3641803.489692,371897.88254,831597.860379,302368724.08149,299558518.452176
0,522,353779.025275,353779.025275,3163984.654589,353779.025275,499901.705349,302722503.106765,300058420.157525
0,523,381745.43335,381745.43335,3045828.38259,381745.43335,309278.015727,303104248.540115,300367698.173252
0,524,374900.486555,374900.486555,3111450.853418,374900.486555,393128.753229,303479149.02667,300760826.926481
0,525,512658.688817,512658.688817,3230980.789006,512658.688817,622477.810228,303991807.715487,301383304.736709
0,526,434854.524208,434854.524208,3043357.502986,434854.524208,613521.462241,304426662.239695,301996826.19895
0,527,502977.524008,502977.524008,2932813.564754,502977.524008,371897.88254,304929639.763703,302368724.08149
0,528,407009.946047,407009.946047,2967925.628261,407009.946047,353779.025275,305336649.70975,302722503.106765
0,529,412096.600688,412096.600688,3026243.203673,412096.600688,381745.43335,305748746.310438,303104248.540115
0,530,313426.48465,313426.48465,2957924.254973,313426.48465,374900.486555,306062172.795088,303479149.02667
0,531,425264.998689,425264.998689,3008288.767107,425264.998689,512658.688817,306487437.793777,303991807.715487
0,532,474263.230666,474263.230666,2969893.308956,474263.230666,434854.524208,306961701.024443,304426662.239695
0,533,521815.407429,521815.407429,3056854.192177,521815.407429,502977.524008,307483516.431872,304929639.763703
0,534,1251697.256111,1251697.256111,3805573.924279,1251697.256111,407009.946047,308735213.687983,305336649.70975
0,535,735047.237068,735047.237068,4133611.2153,735047.237068,412096.600688,309470260.925051,305748746.310438
0,536,485671.859439,485671.859439,4207186.474051,485671.859439,313426.48465,309955932.78449,306062172.795088
0,537,746470.808781,746470.808781,4640230.798183,746470.808781,425264.998689,310702403.593271,306487437.793777
0,538,612057.320587,612057.320587,4827023.120081,612057.320587,474263.230666,311314460.913858,306961701.024443
0,539,638250.016993,638250.016993,4991009.906408,638250.016993,521815.407429,311952710.930851,307483516.431872
0,540,1106568.451006,1106568.451006,5575762.949985,1106568.451006,1251697.256111,313059279.381857,308735213.687983
0,541,836919.287961,836919.287961,5160984.981836,836919.287961,735047.237068,313896198.669818,309470260.925051
0,542,800135.056068,800135.056068,5226072.800836,800135.056068,485671.859439,314696333.725886,309955932.78449
0,543,815216.331954,815216.331954,5555617.27335,815216.331954,746470.808781,315511550.05784,310702403.593271
0,544,457356.359779,457356.359779,5266502.824348,457356.359779,612057.320587,315968906.417619,311314460.913858
0,545,453373.466161,453373.466161,5107818.969922,453373.466161,638250.016993,316422279.88378,311952710.930851
0,546,539835.598231,539835.598231,5009404.55116,539835.598231,1106568.451006,316962115.482011,313059279.381857
0,547,259553.947697,259553.947697,4162390.047851,259553.947697,836919.287961,317221669.429708,313896198.669818
0,548,341166.041446,341166.041446,3666636.801335,341166.041446,800135.056068,317562835.471154,314696333.725886
0,549,580474.540911,580474.540911,3446976.286179,580474.540911,815216.331954,318143310.012065,315511550.05784
0,550,496187.565451,496187.565451,3127947.519677,496187.565451,457356.359779,318639497.577516,315968906.417619
0,551,357659.400314,357659.400314,3028250.560212,357659.400314,453373.466161,318997156.97783,316422279.88378
0,552,416855.168551,416855.168551,2991732.262602,416855.168551,539835.598231,319414012.146381,316962115.482011
0,553,640640.533823,640640.533823,3092537.198195,640640.533823,259553.947697,320054652.680204,317221669.429708
0,554,392220.512035,392220.512035,3225203.762533,392220.512035,341166.041446,320446873.192239,317562835.471154
0,555,592201.51937,592201.51937,3476239.240457,592201.51937,580474.540911,321039074.711609,318143310.012065
0,556,618113.441563,618113.441563,3513878.141109,618113.441563,496187.565451,321657188.153172,318639497.577516
0,557,1812670.230748,1812670.230748,4830360.806406,1812670.230748,357659.400314,323469858.38392,318997156.97783
0,558,1466829.729807,1466829.729807,5939531.135899,1466829.729807,416855.168551,324936688.113727,319414012.146381
0,559,1187576.52657,1187576.52657,6710252.493918,1187576.52657,640640.533823,326124264.640297,320054652.680204
0,560,1249165.264381,1249165.264381,7318777.224475,1249165.264381,392220.512035,327373429.904678,320446873.192239
0,561,846238.89834,846238.89834,7772795.61078,846238.89834,592201.51937,328219668.803018,321039074.711609
0,562,327128.037048,327128.037048,7507722.128458,327128.037048,618113.441563,328546796.840066,321657188.153172
0,563,625039.571184,625039.571184,7514648.258078,625039.571184,1812670.230748,329171836.41125,323469858.38392
0,564,1719493.341622,1719493.341622,7421471.368952,1719493.341622,1466829.729807,330891329.752872,324936688.113727
0,565,1811538.724532,1811538.724532,7766180.363676,1811538.724532,1187576.52657,332702868.477404,326124264.640297
0,566,1808718.240451,1808718.240451,8387322.077558,1808718.240451,1249165.264381,334511586.717855,327373429.904678
0,567,585016.883818,585016.883818,7723173.696995,585016.883818,846238.89834,335096603.601673,328219668.803018
0,568,329899.952932,329899.952932,7206834.751587,329899.952932,327128.037048,335426503.554605,328546796.840066
0,569,257033.28745,257033.28745,7136740.001989,257033.28745,625039.571184,335683536.842055,329171836.41125
0,570,172771.588038,172771.588038,6684472.018843,172771.588038,1719493.341622,335856308.430093,330891329.752872
0,571,193252.950342,193252.950342,5158231.627564,193252.950342,1811538.724532,336049561.380435,332702868.477404
0,572,213848.382774,213848.382774,3560541.285806,213848.382774,1808718.240451,336263409.763209,334511586.717855
0,573,210932.426383,210932.426383,1962755.471738,210932.426383,585016.883818,336474342.189592,335096603.601673
0,574,280154.944331,280154.944331,1657893.53225,280154.944331,329899.952932,336754497.133923,335426503.554605
0,575,249308.927252,249308.927252,1577302.50657,249308.927252,257033.28745,337003806.061175,335683536.842055
0,576,326222.077324,326222.077324,1646491.296444,326222.077324,172771.588038,337330028.138499,335856308.430093
