scenario_id,hour,baseline_cores,baseline_energy_core_hours,flexible_window_energy_core_hours,arrival_work_core_hours,due_work_core_hours,cumulative_arrived_core_hours,cumulative_due_core_hours
0,0,406744.934993,406744.934993,406744.934993,406744.934993,0.0,406744.934993,0.0
0,1,537896.711408,537896.711408,944641.646401,537896.711408,0.0,944641.646401,0.0
0,2,346530.447132,346530.447132,1291172.093533,346530.447132,0.0,1291172.093533,0.0
0,3,516337.257263,516337.257263,1807509.350796,516337.257263,0.0,1807509.350796,0.0
0,4,515481.47158,515481.47158,2322990.822376,515481.47158,0.0,2322990.822376,0.0
0,5,1448581.484337,1448581.484337,3771572.306714,1448581.484337,0.0,3771572.306713,0.0
0,6,1500624.465689,1500624.465689,5272196.772403,1500624.465689,406744.934993,5272196.772402,406744.934993
0,7,673060.627399,673060.627399,5538512.464809,673060.627399,537896.711408,5945257.399801,944641.646401
0,8,474050.490227,474050.490227,5474666.243627,474050.490227,346530.447132,6419307.890028,1291172.093533
0,9,626747.543833,626747.543833,5754883.340328,626747.543833,516337.257263,7046055.433861,1807509.350796
0,10,492829.325788,492829.325788,5731375.408853,492829.325788,515481.47158,7538884.759649,2322990.822376
0,11,728495.736959,728495.736959,5944389.674232,728495.736959,1448581.484337,8267380.496608,3771572.306713
0,12,503774.362233,503774.362233,4999582.552127,503774.362233,1500624.465689,8771154.858841,5272196.772402
0,13,532441.161711,532441.161711,4031399.248149,532441.161711,673060.627399,9303596.020552,5945257.399801
0,14,607049.611573,607049.611573,3965388.232324,607049.611573,474050.490227,9910645.632125,6419307.890028
0,15,770652.105373,770652.105373,4261989.847471,770652.105373,626747.543833,10681297.737498,7046055.433861
0,16,557943.736095,557943.736095,4193186.039733,557943.736095,492829.325788,11239241.473593,7538884.759649
0,17,697330.021976,697330.021976,4397686.735921,697330.021976,728495.736959,11936571.495569,8267380.496608
0,18,315092.905282,315092.905282,3984283.904244,315092.905282,503774.362233,12251664.400851,8771154.858841
0,19,375812.371846,375812.371846,3856321.913857,375812.371846,532441.161711,12627476.772697,9303596.020552
0,20,364290.235851,364290.235851,3688170.987997,364290.235851,607049.611573,12991767.008548,9910645.632125
0,21,558881.083635,558881.083635,3640002.460059,558881.083635,770652.105373,13550648.092183,10681297.737498
0,22,503402.605634,503402.605634,3372752.960319,503402.605634,557943.736095,14054050.697817,11239241.473593
0,23,236944.215681,236944.215681,3051753.439905,236944.215681,697330.021976,14290994.913498,11936571.495569
0,24,349487.674489,349487.674489,2703911.092417,349487.674489,315092.905282,14640482.587987,12251664.400851
0,25,443927.305207,443927.305207,2832745.492343,443927.305207,375812.371846,15084409.893194,12627476.772697
0,26,282515.85387,282515.85387,2739448.974368,282515.85387,364290.235851,15366925.747064,12991767.008548
0,27,445772.497247,445772.497247,2820931.235764,445772.497247,558881.083635,15812698.244311,13550648.092183
0,28,527012.195799,527012.195799,2789062.347927,527012.195799,503402.605634,16339710.44011,14054050.697817
0,29,1201998.374591,1201998.374591,3487658.116885,1201998.374591,236944.215681,17541708.814701,14290994.913498
0,30,1382856.066926,1382856.066926,4633569.968129,1382856.066926,349487.674489,18924564.881627,14640482.587987
0,31,686888.873264,686888.873264,4970971.166905,686888.873264,443927.305207,19611453.754891,15084409.893194
0,32,472965.941225,472965.941225,5000009.802923,472965.941225,282515.85387,20084419.696116,15366925.747064
0,33,577665.301648,577665.301648,5295159.2507,577665.301648,445772.497247,20662084.997764,15812698.244311
0,34,804538.824993,804538.824993,5653925.578445,804538.824993,527012.195799,21466623.822757,16339710.44011
0,35,821121.607256,821121.607256,5948034.989902,821121.607256,1201998.374591,22287745.430013,17541708.814701
0,36,350942.591556,350942.591556,5096979.206867,350942.591556,1382856.066926,22638688.021569,18924564.881627
0,37,470757.238036,470757.238036,4184880.377977,470757.238036,686888.873264,23109445.259605,19611453.754891
0,38,752238.697824,752238.697824,4250230.202537,752238.697824,472965.941225,23861683.957429,20084419.696116
0,39,613347.451785,613347.451785,4390611.713096,613347.451785,577665.301648,24475031.409214,20662084.997764
0,40,719061.40479,719061.40479,4532007.816239,719061.40479,804538.824993,25194092.814004,21466623.822757
0,41,879464.055314,879464.055314,4606933.04656,879464.055314,821121.607256,26073556.869318,22287745.430013
0,42,1074124.13365,1074124.13365,4859935.572954,1074124.13365,350942.591556,27147681.002968,22638688.021569
0,43,927118.151288,927118.151288,5436111.132687,927118.151288,470757.238036,28074799.154256,23109445.259605
0,44,998528.472589,998528.472589,5963882.36724,998528.472589,752238.697824,29073327.626845,23861683.957429
0,45,543801.916852,543801.916852,5755445.586268,543801.916852,613347.451785,29617129.543697,24475031.409214
0,46,491223.724961,491223.724961,5633321.859444,491223.724961,719061.40479,30108353.268658,25194092.814004
0,47,331968.358075,331968.358075,5246228.812728,331968.358075,879464.055314,30440321.626733,26073556.869318
0,48,643401.806695,643401.806695,5010166.564109,643401.806695,1074124.13365,31083723.433428,27147681.002968
0,49,931937.875732,931937.875732,4867980.306191,931937.875732,927118.151288,32015661.30916,28074799.154256
0,50,473803.252184,473803.252184,4414665.407087,473803.252184,998528.472589,32489464.561344,29073327.626845
0,51,509476.803408,509476.803408,3925613.737906,509476.803408,543801.916852,32998941.364752,29617129.543697
0,52,523363.417871,523363.417871,3905175.238925,523363.417871,491223.724961,33522304.782623,30108353.268658
0,53,628752.411377,628752.411377,4042703.925341,628752.411377,331968.358075,34151057.194,30440321.626733
0,54,2260079.93354,2260079.93354,5970815.500806,2260079.93354,643401.806695,36411137.12754,31083723.433428
0,55,963280.214027,963280.214027,6290693.908139,963280.214027,931937.875732,37374417.341567,32015661.30916
0,56,473396.657921,473396.657921,5832152.690328,473396.657921,473803.252184,37847813.999488,32489464.561344
0,57,577595.569555,577595.569555,5935945.007698,577595.569555,509476.803408,38425409.569043,32998941.364752
0,58,344708.251215,344708.251215,5771176.455505,344708.251215,523363.417871,38770117.820258,33522304.782623
0,59,348801.117522,348801.117522,5596614.155157,348801.117522,628752.411377,39118918.93778,34151057.194
0,60,314260.249926,314260.249926,5282121.993705,314260.249926,2260079.93354,39433179.187706,36411137.12754
0,61,213279.999628,213279.999628,3235322.059793,213279.999628,963280.214027,39646459.187334,37374417.341567
0,62,177773.546396,177773.546396,2449815.392162,177773.546396,473396.657921,39824232.73373,37847813.999488
0,63,300766.266827,300766.266827,2277185.001068,300766.266827,577595.569555,40124999.000557,38425409.569043
0,64,249557.730952,249557.730952,1949147.162465,249557.730952,344708.251215,40374556.731509,38770117.820258
0,65,185673.337704,185673.337704,1790112.248954,185673.337704,348801.117522,40560230.069213,39118918.93778
0,66,142173.833397,142173.833397,1583484.964829,142173.833397,314260.249926,40702403.90261,39433179.187706
0,67,191393.848194,191393.848194,1460618.563097,191393.848194,213279.999628,40893797.750804,39646459.187334
0,68,185445.48609,185445.48609,1432784.049559,185445.48609,177773.546396,41079243.236894,39824232.73373
0,69,222661.970689,222661.970689,1477672.473852,222661.970689,300766.266827,41301905.207583,40124999.000557
0,70,272969.066369,272969.066369,1449875.273394,272969.066369,249557.730952,41574874.273952,40374556.731509
0,71,301128.032619,301128.032619,1501445.57506,301128.032619,185673.337704,41876002.306571,40560230.069213
0,72,406744.934993,406744.934993,1722517.172349,406744.934993,142173.833397,42282747.241564,40702403.90261
0,73,537896.711408,537896.711408,2118240.050361,537896.711408,191393.848194,42820643.952972,40893797.750804
0,74,346530.447132,346530.447132,2273376.649299,346530.447132,185445.48609,43167174.400104,41079243.236894
0,75,516337.257263,516337.257263,2604268.420472,516337.257263,222661.970689,43683511.657367,41301905.207583
0,76,515481.47158,515481.47158,2897087.921364,515481.47158,272969.066369,44198993.128947,41574874.273952
0,77,1448581.484337,1448581.484337,4072700.339333,1448581.484337,301128.032619,45647574.613284,41876002.306571
0,78,1500624.465689,1500624.465689,5272196.772403,1500624.465689,406744.934993,47148199.078973,42282747.241564
0,79,673060.627399,673060.627399,5538512.464809,673060.627399,537896.711408,47821259.706372,42820643.952972
0,80,474050.490227,474050.490227,5474666.243627,474050.490227,346530.447132,48295310.196599,43167174.400104
0,81,626747.543833,626747.543833,5754883.340328,626747.543833,516337.257263,48922057.740432,43683511.657367
0,82,492829.325788,492829.325788,5731375.408853,492829.325788,515481.47158,49414887.06622,44198993.128947
0,83,728495.736959,728495.736959,5944389.674232,728495.736959,1448581.484337,50143382.803179,45647574.613284
0,84,503774.362233,503774.362233,4999582.552127,503774.362233,1500624.465689,50647157.165412,47148199.078973
0,85,532441.161711,532441.161711,4031399.248149,532441.161711,673060.627399,51179598.327123,47821259.706372
0,86,607049.611573,607049.611573,3965388.232324,607049.611573,474050.490227,51786647.938696,48295310.196599
0,87,770652.105373,770652.105373,4261989.847471,770652.105373,626747.543833,52557300.044069,48922057.740432
0,88,557943.736095,557943.736095,4193186.039733,557943.736095,492829.325788,53115243.780164,49414887.06622
0,89,697330.021976,697330.021976,4397686.735921,697330.021976,728495.736959,53812573.80214,50143382.803179
0,90,315092.905282,315092.905282,3984283.904244,315092.905282,503774.362233,54127666.707422,50647157.165412
0,91,375812.371846,375812.371846,3856321.913857,375812.371846,532441.161711,54503479.079268,51179598.327123
0,92,364290.235851,364290.235851,3688170.987997,364290.235851,607049.611573,54867769.315119,51786647.938696
0,93,558881.083635,558881.083635,3640002.460059,558881.083635,770652.105373,55426650.398754,52557300.044069
0,94,503402.605634,503402.605634,3372752.960319,503402.605634,557943.736095,55930053.004388,53115243.780164
0,95,236944.215681,236944.215681,3051753.439905,236944.215681,697330.021976,56166997.220069,53812573.80214
0,96,446584.561813,446584.561813,2801007.979742,446584.561813,315092.905282,56613581.781882,54127666.707422
