suite,configuration,method,window,workload_replay_count,energy_uncertainty,workload_uncertainty,sample_size,gamma,rho,effective_capacity_fraction,bess_degradation_cost_usd_per_mwh_throughput,solver_status,solve_wall_time_seconds,solver_runtime_seconds,nominal_grid_cost_usd,nominal_bess_degradation_cost_usd,nominal_operating_cost_usd,mean_actual_grid_cost_usd,mean_actual_operating_cost_usd,mean_actual_carbon_kg,mean_actual_curtailment_mwh,mean_batch_adjustment_mwh,max_batch_adjustment_mwh,workload_violation_count,workload_violation_rate,workload_mean_violation_magnitude_all,workload_mean_violation_magnitude_conditional,workload_max_violation_magnitude,grid_limit_violation_count,grid_limit_violation_rate,grid_limit_mean_violation_magnitude_all,grid_limit_mean_violation_magnitude_conditional,grid_limit_max_violation_magnitude,ramp_violation_count,ramp_violation_rate,ramp_mean_violation_magnitude_all,ramp_mean_violation_magnitude_conditional,ramp_max_violation_magnitude
main,deterministic,deterministic,2025-01-01,100,True,True,0,,,0.7,20.0,optimal,1.6367573000025004,1.6367589999572374,15516.974442964114,232.19530203653673,15749.16974500065,16064.866715931357,16297.062017967894,202825.62535166185,0.03708954261262031,51.19712261357114,61.3999236713745,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,deterministic,deterministic,2025-04-01,100,True,True,0,,,0.7,20.0,optimal,1.766200400015805,1.766201100021135,15230.164208549615,581.4444610918957,15811.608669641511,15509.292785354724,16090.73724644662,125016.36803502642,0.05414369523238071,52.20008344704082,65.46368506643135,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,deterministic,deterministic,2025-07-01,100,True,True,0,,,0.7,20.0,optimal,1.7369635000359267,1.736964000039734,15657.731142734274,365.2539048643217,16022.985047598595,16504.962230049186,16870.216134913513,171494.921210147,0.00045471985105461244,55.382941335311756,70.4638285326308,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,deterministic,deterministic,2025-10-01,100,True,True,0,,,0.7,20.0,optimal,1.7402012000093237,1.7402018000138924,15970.19811411241,733.0875805686138,16703.285694681024,16089.161322767572,16822.24890333619,173506.58858259887,0.4955818618263362,51.44221565418024,63.16202423546052,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,saa_n20,saa,2025-01-01,100,True,True,20,,,0.7,20.0,optimal_decomposed,85.27874709997559,85.27761530003045,15516.974442964118,232.1953020365391,15749.169745000658,16064.336319534514,16296.531621571054,202820.63236749222,0.01137296655512865,51.494595825383634,61.913661216558324,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,saa_n20,saa,2025-04-01,100,True,True,20,,,0.7,20.0,optimal_decomposed,81.41729650000343,81.41679600003408,15230.164208549619,581.4444610918983,15811.608669641517,15502.706052546722,16084.15051363862,124932.61566905462,0.08504736292914421,53.44493129078992,67.03943645933688,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,saa_n20,saa,2025-07-01,100,True,True,20,,,0.7,20.0,optimal_decomposed,88.97733550000703,88.97670800000196,15657.731142734256,365.2539048643192,16022.985047598575,16512.392884987446,16877.646789851766,171468.59669062332,0.0,55.55741135742095,70.80147263018186,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,saa_n20,saa,2025-10-01,100,True,True,20,,,0.7,20.0,optimal_decomposed,81.45166700001573,81.45092099998146,15970.198114112416,733.0875805686186,16703.285694681035,16081.885525231122,16814.97310579974,173402.3559474831,0.025098374392810544,51.39470070836441,62.686541980609476,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,gamma_ro_gamma_0p5,gamma_ro,2025-01-01,100,True,True,20,0.5,,0.7,20.0,optimal,18.961875499982852,12.397000074386597,15516.97444296412,232.1953020365396,15749.16974500066,16064.297794150823,16296.493096187363,202822.95452073505,0.0016579903425343856,51.21052913849822,61.58915589527534,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,gamma_ro_gamma_0p5,gamma_ro,2025-04-01,100,True,True,20,0.5,,0.7,20.0,optimal,24.533722099964507,18.319999933242798,15230.164208549608,581.4444610918922,15811.6086696415,15505.643209916634,16087.087671008529,124936.32219838368,0.018088825279856655,53.750983511369995,68.1299125335398,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,gamma_ro_gamma_0p5,gamma_ro,2025-07-01,100,True,True,20,0.5,,0.7,20.0,optimal,21.269407299987506,14.924999952316284,15657.731142734237,365.2539048643181,16022.985047598555,16508.48104778796,16873.73495265228,171419.8214965419,0.0,55.47328046947622,69.68924645675534,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,gamma_ro_gamma_0p5,gamma_ro,2025-10-01,100,True,True,20,0.5,,0.7,20.0,optimal,21.8897161000059,15.36899995803833,15970.198114112412,733.0875805686163,16703.285694681028,16076.54322763862,16809.630808207236,173353.47591773354,0.0020145838883391855,51.548769052433954,62.7857524404161,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,tv_dro_rho_0p01,tv_dro,2025-01-01,100,True,True,20,,0.01,0.7,20.0,optimal_decomposed,68.4531263000099,68.45259529998293,15516.974442964121,232.19530203653986,15749.169745000661,16066.635756578486,16298.831058615026,202838.94075988707,0.04466994266640457,51.138698374095554,61.49632652163706,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,tv_dro_rho_0p01,tv_dro,2025-04-01,100,True,True,20,,0.01,0.7,20.0,optimal_decomposed,71.08726040000329,71.08638329996029,15230.164208549626,581.4444610918978,15811.608669641524,15505.362579983044,16086.807041074942,124952.28489007248,0.04899106839410381,52.550644291287554,64.9563847870321,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,tv_dro_rho_0p01,tv_dro,2025-07-01,100,True,True,20,,0.01,0.7,20.0,optimal_decomposed,81.48504439997487,81.4843411000329,15657.731142734276,365.25390486432093,16022.985047598597,16502.570707375493,16867.824612239812,171439.31743751018,0.0,55.208997643636486,68.76411612109632,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,tv_dro_rho_0p01,tv_dro,2025-10-01,100,True,True,20,,0.01,0.7,20.0,optimal_decomposed,77.04228580003837,77.04159719997551,15970.198114112418,733.0875805686111,16703.285694681028,16079.695780647337,16812.78336121595,173400.68793353875,0.022733727101414743,51.527748230917624,62.7489223322507,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ablation,tv_dro_energy_0_workload_0,tv_dro,2025-01-01,100,False,False,20,,0.01,0.7,20.0,optimal_decomposed,16.267261700006202,16.26717289997032,15516.974442964121,232.19530203653915,15749.169745000661,16065.552880329744,16297.748182366284,202839.13605860085,0.04466996189365435,51.241641365458584,61.774383273266935,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ablation,tv_dro_energy_0_workload_0,tv_dro,2025-04-01,100,False,False,20,,0.01,0.7,20.0,optimal_decomposed,14.57274720002897,14.572667000000365,15230.164208549613,581.4444610918971,15811.60866964151,15505.16264282567,16086.607103917566,124977.80801666439,0.05573447483977785,52.95848920261324,67.21835835289622,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ablation,tv_dro_energy_0_workload_0,tv_dro,2025-07-01,100,False,False,20,,0.01,0.7,20.0,optimal_decomposed,14.84302430000389,14.842846299987286,15657.731142734288,365.25390486431553,16022.985047598604,16501.900581331898,16867.154486196214,171478.71331935257,0.0,55.461453065507314,70.56018028230025,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ablation,tv_dro_energy_0_workload_0,tv_dro,2025-10-01,100,False,False,20,,0.01,0.7,20.0,optimal_decomposed,15.240259499987587,15.240164200018626,15970.198114112409,733.0875805686127,16703.28569468102,16079.033161887517,16812.12074245613,173409.65248513542,0.015360858662893582,51.6448353032663,62.9138436249431,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
