method,held_out_fold,validation_window_id,sample_size,feasible,solver_status,solver_runtime_seconds,mip_gap,nominal_grid_cost_usd,nominal_bess_degradation_cost_usd,nominal_operating_cost_usd,actual_grid_cost_usd,actual_operating_cost_usd,actual_carbon_kg,carbon_budget_kg,actual_curtailment_mwh,workload_violation,carbon_violation,grid_limit_violation,ramp_violation
SAA,fold_1,0,20,False,infeasible,66.0,0.0,,,,,,,,,True,True,True,True
