method,held_out_fold,validation_window_id,gamma,effective_gamma,gamma_saturated,sample_size,energy_quantile,feasible,solver_status,solver_runtime_seconds,mip_gap,max_robust_constraint_violation_mw,nominal_operating_cost_usd,actual_operating_cost_usd,actual_carbon_kg,actual_curtailment_mwh,training_mean_batch_adjustment_mwh,validation_batch_adjustment_mwh,workload_envelope_violation_mwh,grid_limit_violation_mw,ramp_violation_mw,workload_violation,grid_limit_violation,ramp_violation
static_Gamma_RO,fold_1,0,0.5,0.5,False,20,0.9,True,optimal,13.86899995803833,0.0,3.3306690738754696e-16,11792.325750938799,12360.614511897045,184710.38526120092,0.6219159298794081,157.1798526409073,42.19363763552893,2.2737367544323206e-13,0.0,8.326672684688674e-16,False,False,False
static_Gamma_RO,fold_1,0,0.75,0.75,False,20,0.9,True,optimal,16.4760000705719,0.0,2.498001805406602e-16,11792.325750938802,12371.451795244833,184704.85475750806,0.6661306347913059,151.74137979402636,42.09182201901992,1.9895196601282805e-13,0.0,7.216449660063518e-16,False,False,False
