method,held_out_fold,validation_window_id,rho,beta,support_size,allowed_training_violation_count,feasible,solver_status,solver_runtime_seconds,mip_gap,decomposition_iterations,active_scenario_count,nominal_operating_cost_usd,actual_operating_cost_usd,actual_carbon_kg,actual_curtailment_mwh,training_mean_batch_adjustment_mwh,validation_batch_adjustment_mwh,workload_envelope_violation_mwh,grid_limit_violation_mw,ramp_violation_mw,workload_violation,grid_limit_violation,ramp_violation
finite_support_TV_DRO,fold_1,0,0.01,0.1,20,1,True,optimal_decomposed,66.51856150000822,0.0,1,2,11792.325750938802,12365.406199128574,184679.95806663926,0.636200936722988,35.289666202662254,42.27461661028069,2.5579538487363607e-13,0.0,8.881784197001252e-16,False,False,False
