suite,configuration,method,window,workload_replay_count,energy_uncertainty,workload_uncertainty,sample_size,gamma,rho,effective_capacity_fraction,bess_degradation_cost_usd_per_mwh_throughput,solver_status,solve_wall_time_seconds,solver_runtime_seconds,nominal_grid_cost_usd,nominal_bess_degradation_cost_usd,nominal_operating_cost_usd,mean_actual_grid_cost_usd,mean_actual_operating_cost_usd,mean_actual_carbon_kg,mean_actual_curtailment_mwh,mean_batch_adjustment_mwh,max_batch_adjustment_mwh,workload_violation_count,workload_violation_rate,workload_mean_violation_magnitude_all,workload_mean_violation_magnitude_conditional,workload_max_violation_magnitude,grid_limit_violation_count,grid_limit_violation_rate,grid_limit_mean_violation_magnitude_all,grid_limit_mean_violation_magnitude_conditional,grid_limit_max_violation_magnitude,ramp_violation_count,ramp_violation_rate,ramp_mean_violation_magnitude_all,ramp_mean_violation_magnitude_conditional,ramp_max_violation_magnitude
main,saa_n20,saa,2025-01-01,100,True,True,20,,,0.7,20.0,optimal_decomposed,77.74100849999377,77.74052099999972,15664.81197399028,174.34157851920702,15839.153552509486,15673.47474074889,15847.816319268097,187951.06523007766,0.06359755436069525,50.10863917483139,61.2508236314491,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,saa_n20,saa,2025-04-01,100,True,True,20,,,0.7,20.0,optimal_decomposed,78.19031660000473,78.18978349999816,15462.571691668592,498.3322510884244,15960.903942757017,15670.975712895019,16169.307963983441,134233.0504561118,0.056093011326034496,53.79105816329999,65.28002313361118,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,saa_n20,saa,2025-07-01,100,True,True,20,,,0.7,20.0,optimal_decomposed,186.9119337000011,186.91086619999987,15865.460962360701,295.2709491819031,16160.731911542603,16073.820996645865,16369.09194582777,167812.52019198358,0.06730978109913162,58.64143995450769,72.4102507816529,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,saa_n20,saa,2025-10-01,100,True,True,20,,,0.7,20.0,optimal_decomposed,78.18598400000337,78.18533270000626,16307.664624421875,533.9055933035844,16841.57021772546,16375.704961109997,16909.610554413583,193798.44495829378,0.17063745183971576,54.11837541837304,66.07301227054826,0,0.0,0.0,0.0,0.0,9,0.09,0.003843118269853596,0.0427013141094844,0.1312974948640846,0,0.0,0.0,0.0,0.0
main,gamma_ro_gamma_0p5,gamma_ro,2025-01-01,100,True,True,20,0.5,,0.7,20.0,optimal,20.654772599998978,13.729000091552734,15664.811973990278,174.34157851921142,15839.15355250949,15671.50426468341,15845.84584320262,187935.0244273996,0.0344330230674766,50.15444566946413,61.17088835002947,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,gamma_ro_gamma_0p5,gamma_ro,2025-04-01,100,True,True,20,0.5,,0.7,20.0,optimal,24.62147879999975,17.73200011253357,15462.571691668601,498.33225108842464,15960.903942757026,15666.167470037695,16164.499721126118,134167.23962596257,0.026208368440932793,54.11739641343541,65.73241899128621,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,gamma_ro_gamma_0p5,gamma_ro,2025-07-01,100,True,True,20,0.5,,0.7,20.0,optimal,26.726182500002324,19.871999979019165,15865.460962360734,295.27094918190875,16160.731911542644,16070.243528723378,16365.514477905286,167735.71846658748,0.02283984908219924,59.002650976125686,72.10673964490753,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,gamma_ro_gamma_0p5,gamma_ro,2025-10-01,100,True,True,20,0.5,,0.7,20.0,optimal,28.063621900000726,21.222000122070312,16307.664624421881,533.9055933035801,16841.57021772546,16377.920264740955,16911.825858044536,193667.21893978503,0.02135468308061974,54.874615335914896,67.62885851422809,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
