suite,configuration,method,window,workload_replay_count,energy_uncertainty,workload_uncertainty,sample_size,gamma,rho,effective_capacity_fraction,bess_degradation_cost_usd_per_mwh_throughput,solver_status,solve_wall_time_seconds,solver_runtime_seconds,nominal_grid_cost_usd,nominal_bess_degradation_cost_usd,nominal_operating_cost_usd,mean_actual_grid_cost_usd,mean_actual_operating_cost_usd,mean_actual_carbon_kg,mean_actual_curtailment_mwh,mean_batch_adjustment_mwh,max_batch_adjustment_mwh,workload_violation_count,workload_violation_rate,workload_mean_violation_magnitude_all,workload_mean_violation_magnitude_conditional,workload_max_violation_magnitude,grid_limit_violation_count,grid_limit_violation_rate,grid_limit_mean_violation_magnitude_all,grid_limit_mean_violation_magnitude_conditional,grid_limit_max_violation_magnitude,ramp_violation_count,ramp_violation_rate,ramp_mean_violation_magnitude_all,ramp_mean_violation_magnitude_conditional,ramp_max_violation_magnitude
main,deterministic,deterministic,2025-01-01,100,True,True,0,,,0.7,20.0,optimal,2.057845600065775,2.057846400071867,15664.811973990281,174.34157851920799,15839.15355250949,16216.539266477874,16390.880844997082,203056.87173941015,0.025787527168506835,49.59323062904755,59.24140159192737,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,deterministic,deterministic,2025-04-01,100,True,True,0,,,0.7,20.0,optimal,1.9462098000803962,1.9462106000864878,15462.571691668632,498.33225108842646,15960.903942757059,15740.891768521287,16239.224019609715,125327.225640392,0.038317840788929795,52.49989995256842,63.410067018417905,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,deterministic,deterministic,2025-07-01,100,True,True,0,,,0.7,20.0,optimal,1.9312858999473974,1.9312863999512047,15865.460962360752,295.27094918191506,16160.731911542667,16725.064818432493,17020.335767614408,171731.38678398158,0.08273364934306678,56.74987413959253,68.3581919656398,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,deterministic,deterministic,2025-10-01,100,True,True,0,,,0.7,20.0,optimal,2.025720900041051,2.02572150004562,16307.555639640112,533.9055933035733,16841.461232943686,16414.732290679633,16948.637883983203,173816.62765945678,0.09806863406822468,52.428015315940954,64.98860629577091,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,saa_n20,saa,2025-01-01,100,True,True,20,,,0.7,20.0,optimal_decomposed,100.9660387999611,100.9649333000416,15664.811973990281,174.34157851920816,15839.15355250949,16216.38786617976,16390.72944469897,203058.7860391979,0.010282642884721376,49.48893751547815,58.99401757359142,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,saa_n20,saa,2025-04-01,100,True,True,20,,,0.7,20.0,optimal_decomposed,102.10611649998464,102.10533619998023,15462.571691668609,498.33225108842146,15960.90394275703,15726.991312854447,16225.323563942868,125268.98539034203,0.08960059924685676,52.938383996638194,64.45891887359996,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,saa_n20,saa,2025-07-01,100,True,True,20,,,0.7,20.0,optimal_decomposed,128.1388503999915,128.1380777999293,15865.460962360743,295.2709491819237,16160.731911542667,16720.09568320798,17015.3666323899,171749.95928734433,0.08818587054317199,57.05917489518066,68.49981037389286,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,saa_n20,saa,2025-10-01,100,True,True,20,,,0.7,20.0,optimal_decomposed,141.94572640000843,141.94311029999517,16307.555639640119,533.9055933035776,16841.461232943697,16411.342672746883,16945.248266050465,173865.84888186408,0.012036058475635228,51.787763999497905,62.869451956507966,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,gamma_ro_gamma_0p5,gamma_ro,2025-01-01,100,True,True,20,0.5,,0.7,20.0,optimal,34.37085219996516,22.97699999809265,15664.81197399027,174.34157851921637,15839.153552509486,16216.301543776197,16390.643122295412,203053.91454729228,0.015779666988157276,49.51225128939274,59.00345410868588,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
main,gamma_ro_gamma_0p5,gamma_ro,2025-04-01,100,True,True,20,0.5,,0.7,20.0,optimal,40.72501099994406,29.585999965667725,15462.571691668616,498.33225108842703,15960.903942757042,15734.342231577808,16232.674482666233,125224.42438963497,0.010408727935252578,53.34658591999197,65.39741613864892,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
