method,sample_size,validation_window_count,optimal_solve_count,all_solves_optimal,mean_solver_runtime_seconds,mean_nominal_operating_cost_usd,mean_actual_operating_cost_usd,workload_violation_count,workload_violation_rate,workload_wilson_upper_95,workload_mean_violation_magnitude,workload_max_violation_magnitude,grid_limit_violation_count,grid_limit_violation_rate,grid_limit_wilson_upper_95,grid_limit_mean_violation_magnitude,grid_limit_max_violation_magnitude,ramp_violation_count,ramp_violation_rate,ramp_wilson_upper_95,ramp_mean_violation_magnitude,ramp_max_violation_magnitude,max_wilson_upper_95,meets_90pct_target
SAA,20,36,36,True,182.24509539722203,13128.341968933477,14492.47224812319,0,0.0,0.06990067087687767,1.1368683772161603e-13,2.5579538487363607e-13,0,0.0,0.06990067087687767,0.0,0.0,0,0.0,0.06990067087687767,6.908054375445419e-16,1.3322676295501878e-15,0.06990067087687767,True
