method,rho,support_size,allowed_training_violation_count,validation_window_count,optimal_solve_count,all_solves_optimal,mean_solver_runtime_seconds,mean_nominal_operating_cost_usd,mean_actual_operating_cost_usd,workload_violation_count,workload_violation_rate,workload_wilson_upper_95,workload_mean_violation_magnitude,workload_max_violation_magnitude,grid_limit_violation_count,grid_limit_violation_rate,grid_limit_wilson_upper_95,grid_limit_mean_violation_magnitude,grid_limit_max_violation_magnitude,ramp_violation_count,ramp_violation_rate,ramp_wilson_upper_95,ramp_mean_violation_magnitude,ramp_max_violation_magnitude,max_wilson_upper_95,meets_90pct_target
finite_support_TV_DRO,0.01,20,1,36,36,True,69.2978937527708,13128.341968933484,14504.944988662599,0,0.0,0.06990067087687767,1.1901590823981678e-13,2.5579538487363607e-13,0,0.0,0.06990067087687767,0.0,0.0,0,0.0,0.06990067087687767,6.553399798134604e-16,1.2212453270876722e-15,0.06990067087687767,True
