suite,configuration,method,window,workload_replay_id,energy_uncertainty,workload_uncertainty,sample_size,gamma,rho,effective_capacity_fraction,bess_degradation_cost_usd_per_mwh_throughput,solver_status,solve_wall_time_seconds,solver_runtime_seconds,mip_gap,decomposition_iterations,active_scenario_count,nominal_grid_cost_usd,nominal_bess_degradation_cost_usd,nominal_operating_cost_usd,actual_grid_cost_usd,actual_operating_cost_usd,actual_carbon_kg,actual_curtailment_mwh,batch_adjustment_mwh,workload_envelope_violation_mwh,grid_limit_violation_mw,ramp_violation_mw,workload_violation,grid_limit_violation,ramp_violation
main,deterministic,deterministic,2025-01-01,0,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16237.722807897653,16412.06438641686,203329.96143226154,0.0,49.9985545120283,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,1,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16224.897798500773,16399.23937701998,203415.07084941695,0.0,59.24140159218935,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,2,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16148.031282363612,16322.37286088282,202318.40270017134,0.0,47.01609086068566,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,3,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16262.942030231045,16437.28360875025,203356.9296747015,0.0,50.68860894336833,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,4,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16277.708118041946,16452.049696561153,204180.97786618877,0.0,48.66419808584408,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,5,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16184.131833606129,16358.473412125337,203080.0838552287,0.0,52.616008049723845,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,6,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16174.071943744595,16348.413522263803,202963.59946324743,0.0,44.31121208111855,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,7,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16216.225864760712,16390.56744327992,203025.93663697495,0.0807117982116996,50.14734186068988,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,8,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16277.381619120759,16451.723197639967,203160.48232508928,0.09506993380866291,50.91581489904713,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,9,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16242.689050392282,16417.03062891149,202781.81597241957,0.0,59.16898890973905,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,10,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16156.265438636892,16330.6070171561,202596.7216605871,0.06391895669124259,52.124450480998064,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,11,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16219.208579191547,16393.550157710753,203269.45231186913,0.0,43.77753277068157,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,12,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16165.66138626926,16340.002964788468,202262.47798747366,0.0,43.47770420470252,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,13,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16231.816293914018,16406.157872433225,203123.10117108645,0.0,50.88684039453696,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,14,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16253.567670324537,16427.909248843745,202916.83593360838,0.0950699334216365,50.22449135760674,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,15,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16200.133550425042,16374.47512894425,203052.52577832027,0.08391737141900579,43.0814209936694,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,16,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16240.877158548057,16415.218737067265,203600.83443846664,0.0,46.52190551794559,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,17,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16211.919302797296,16386.260881316502,202449.05158355105,0.051079359842361116,56.41183462268758,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,18,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16262.677099980086,16437.018678499295,203459.16075750638,0.0,54.07370583343437,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,19,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16186.924079987535,16361.265658506743,202901.8176785019,0.23999742416423886,52.24931698377241,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,20,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16184.682939742457,16359.024518261665,203081.21122888307,0.0,46.160790172158464,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,21,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16156.595729053279,16330.937307572487,202983.00618885554,0.0,45.24492926864172,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,22,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16257.13550856926,16431.477087088468,203131.2512325436,0.03991258886325455,48.39043791015701,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,23,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16204.63498706565,16378.976565584859,202806.28949853108,0.0,48.66630663392363,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,24,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16233.273258551064,16407.614837070272,202782.58691675746,0.0,51.50862472550805,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,25,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16178.098004808278,16352.439583327487,203144.51499418507,0.0,46.47048939006118,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,26,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16223.922799143229,16398.264377662435,203080.09394024347,0.07404045123726921,54.876880857705274,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,27,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16224.99428847917,16399.33586699838,202724.2346632103,0.0,52.221401026335286,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,28,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16200.650597645368,16374.992176164576,203287.11053565604,0.0,42.43136968807418,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,29,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16109.51798582705,16283.859564346258,202551.3211933626,0.0,38.775132612157776,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,30,True,True,0,,,0.7,20.0,optimal,1.7967579999994996,1.7967595999998593,0.0,0,0,15664.811973990281,174.34157851920799,15839.15355250949,16226.22869987498,16400.57027839419,203399.64563886236,0.0,42.970310175690955,0.0,0.0,0.0,False,False,False
