method,gamma,effective_gamma,validation_window_count,optimal_solve_count,canonical_36_window_validation,mean_solver_runtime_seconds,mean_nominal_operating_cost_usd,mean_actual_operating_cost_usd,workload_violation_count,workload_violation_rate,workload_wilson_upper_95,grid_limit_violation_count,grid_limit_violation_rate,grid_limit_wilson_upper_95,ramp_violation_count,ramp_violation_rate,ramp_wilson_upper_95,max_wilson_upper_95,meets_90pct_target
static_Gamma_RO,0.5,0.5,36,36,True,18.044999996821087,13128.341968933479,14513.997203948835,0,0.0,0.06990067087687767,0,0.0,0.06990067087687767,0,0.0,0.06990067087687767,0.06990067087687767,True
static_Gamma_RO,0.75,0.75,36,36,True,18.952916661898296,13128.341968933479,14483.368849788825,0,0.0,0.06990067087687767,0,0.0,0.06990067087687767,0,0.0,0.06990067087687767,0.06990067087687767,True
