suite,configuration,method,window,workload_replay_id,energy_uncertainty,workload_uncertainty,sample_size,gamma,rho,effective_capacity_fraction,bess_degradation_cost_usd_per_mwh_throughput,solver_status,solve_wall_time_seconds,solver_runtime_seconds,mip_gap,decomposition_iterations,active_scenario_count,nominal_grid_cost_usd,nominal_bess_degradation_cost_usd,nominal_operating_cost_usd,actual_grid_cost_usd,actual_operating_cost_usd,actual_carbon_kg,actual_curtailment_mwh,batch_adjustment_mwh,workload_envelope_violation_mwh,grid_limit_violation_mw,ramp_violation_mw,workload_violation,grid_limit_violation,ramp_violation
main,deterministic,deterministic,2025-01-01,0,True,True,0,,,0.7,20.0,optimal,2.2902321999999913,2.2902336999999875,0.0,0,0,15856.414822561856,128.2972535128663,15984.712076074722,16437.413857263273,16565.711110776138,203665.25776228914,0.34436282724908285,47.053067502663374,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,1,True,True,0,,,0.7,20.0,optimal,2.2902321999999913,2.2902336999999875,0.0,0,0,15856.414822561856,128.2972535128663,15984.712076074722,16431.785189655802,16560.082443168667,203821.47338355248,0.0,58.91129632122923,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,2,True,True,0,,,0.7,20.0,optimal,2.2902321999999913,2.2902336999999875,0.0,0,0,15856.414822561856,128.2972535128663,15984.712076074722,16334.54863981421,16462.845893327074,202615.88303574632,0.0,45.05704538804654,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,3,True,True,0,,,0.7,20.0,optimal,2.2902321999999913,2.2902336999999875,0.0,0,0,15856.414822561856,128.2972535128663,15984.712076074722,16456.03282744622,16584.330080959084,203571.0683091901,0.0,49.64147326955429,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,4,True,True,0,,,0.7,20.0,optimal,2.2902321999999913,2.2902336999999875,0.0,0,0,15856.414822561856,128.2972535128663,15984.712076074722,16461.372209030294,16589.66946254316,204341.55244592368,0.0,46.359853851771405,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,5,True,True,0,,,0.7,20.0,optimal,2.2902321999999913,2.2902336999999875,0.0,0,0,15856.414822561856,128.2972535128663,15984.712076074722,16382.575217053907,16510.872470566774,203400.0668968684,0.06112886851908095,53.43037719894359,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,6,True,True,0,,,0.7,20.0,optimal,2.2902321999999913,2.2902336999999875,0.0,0,0,15856.414822561856,128.2972535128663,15984.712076074722,16363.57523336466,16491.872486877524,203268.43288532368,0.17922302903331733,44.48669262859572,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,7,True,True,0,,,0.7,20.0,optimal,2.2902321999999913,2.2902336999999875,0.0,0,0,15856.414822561856,128.2972535128663,15984.712076074722,16414.165284361556,16542.46253787442,203325.09636715188,0.005983514961787645,48.80371047862326,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,8,True,True,0,,,0.7,20.0,optimal,2.2902321999999913,2.2902336999999875,0.0,0,0,15856.414822561856,128.2972535128663,15984.712076074722,16470.890778676516,16599.18803218938,203493.5051175495,0.019254335018519808,51.12290501237856,0.0,0.0,0.0,False,False,False
main,deterministic,deterministic,2025-01-01,9,True,True,0,,,0.7,20.0,optimal,2.2902321999999913,2.2902336999999875,0.0,0,0,15856.414822561856,128.2972535128663,15984.712076074722,16448.422224123962,16576.719477636827,203141.00016183485,0.0,55.48170141206651,0.0,0.0,0.0,False,False,False
