suite,configuration,method,energy_window_count,conditional_workload_replay_count,mean_nominal_operating_cost_usd_across_windows,mean_actual_operating_cost_usd_across_windows,mean_actual_curtailment_mwh_across_windows,mean_batch_adjustment_mwh_across_windows,total_solve_wall_time_seconds,workload_mean_conditional_violation_rate_across_windows,workload_windows_with_any_violation,workload_mean_violation_magnitude_all_across_windows,workload_mean_violation_magnitude_conditional_across_violating_windows,workload_max_violation_magnitude_across_windows,grid_limit_mean_conditional_violation_rate_across_windows,grid_limit_windows_with_any_violation,grid_limit_mean_violation_magnitude_all_across_windows,grid_limit_mean_violation_magnitude_conditional_across_violating_windows,grid_limit_max_violation_magnitude_across_windows,ramp_mean_conditional_violation_rate_across_windows,ramp_windows_with_any_violation,ramp_mean_violation_magnitude_all_across_windows,ramp_mean_violation_magnitude_conditional_across_violating_windows,ramp_max_violation_magnitude_across_windows
main,deterministic,deterministic,4,100,16200.589906133671,16350.289574241951,0.1453412298413316,54.29073085850038,7.883194900015951,0.0,0,0.0,0.0,0.0,0.0325,2,0.0019815850664473412,0.06166183188315401,0.1901072966500965,0.005,1,0.004106316187980388,0.8212632375960776,0.9118695468716373
main,tv_dro_rho_0p01,tv_dro,4,100,16200.589906133653,16343.995266857253,0.04369069436175632,54.24067772774121,284.3781316000095,0.0,0,0.0,0.0,0.0,0.0025,1,0.00013008692617135054,0.052034770468540215,0.052034770468540215,0.0,0,0.0,0.0,0.0
