method,window,workload_replay_id,solver_status,nominal_operating_cost_usd,actual_operating_cost_usd,actual_carbon_kg,actual_curtailment_mwh,batch_adjustment_mwh,workload_envelope_violation_mwh,grid_limit_violation_mw,ramp_violation_mw,workload_violation,grid_limit_violation,ramp_violation
deterministic,2025-01-01,10,optimal,15749.16974500065,16493.22533754577,203736.66387386393,0.9079585274104286,38.110836941161786,1.1368683772161603e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,11,optimal,15749.16974500065,16528.77723704846,204166.61399539176,0.9700805021665985,29.6475337123978,2.5579538487363607e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,12,optimal,15749.16974500065,16467.70957132957,203408.28792680168,0.9988894018008122,32.815379260186106,1.1368683772161603e-13,0.0,6.106226635438361e-16,False,False,False
deterministic,2025-01-01,13,optimal,15749.16974500065,16531.98916337937,203974.1061942714,0.31145379817676294,37.837874676168674,8.526512829121202e-14,0.0,6.106226635438361e-16,False,False,False
deterministic,2025-01-01,14,optimal,15749.16974500065,16612.688834545486,204055.9542871408,0.8553036807639295,38.67380096185,1.4210854715202004e-13,0.0,6.661338147750939e-16,False,False,False
deterministic,2025-01-01,15,optimal,15749.16974500065,16508.64694790809,203970.74392415435,0.7858444556046844,30.36286966689775,1.4210854715202004e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,16,optimal,15749.16974500065,16560.576621118384,204477.69996747858,0.8407709182727148,32.54553151004662,1.4210854715202004e-13,0.0,5.551115123125783e-16,False,False,False
deterministic,2025-01-01,17,optimal,15749.16974500065,16597.1384799743,203609.1656883279,0.29414121087918854,46.088080820205874,1.4210854715202004e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,18,optimal,15749.16974500065,16624.869422884065,204348.6044175938,0.19905217743618403,43.34874050426639,2.2737367544323206e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,19,optimal,15749.16974500065,16553.38947640784,204207.46016124624,1.250239370904002,38.86002136236891,1.4210854715202004e-13,0.0,1.1102230246251565e-16,False,False,False
deterministic,2025-01-01,20,optimal,15749.16974500065,16492.038319482595,203748.5465412476,0.6707951125246784,35.03959863872196,3.410605131648481e-13,0.0,5.551115123125783e-16,False,False,False
deterministic,2025-01-01,21,optimal,15749.16974500065,16431.3469966946,203515.44318840493,1.1619499058280969,32.44275859574813,1.1368683772161603e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,22,optimal,15749.16974500065,16583.891996045797,204103.2279314898,0.9467054226735062,36.11569559655463,8.526512829121202e-14,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,23,optimal,15749.16974500065,16555.978466528602,203934.3004127657,0.7613851245908375,37.06164789018802,1.1368683772161603e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,24,optimal,15749.16974500065,16692.36716373622,203956.48735874004,0.9086983381674449,39.951163061894206,8.526512829121202e-14,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,25,optimal,15749.16974500065,16477.535683059814,203918.04195781794,0.6901512585407922,32.39755532191222,1.4210854715202004e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,26,optimal,15749.16974500065,16584.4126126512,204041.65461634917,0.27446299301471955,44.00898800098932,1.7053025658242404e-13,0.0,6.661338147750939e-16,False,False,False
deterministic,2025-01-01,27,optimal,15749.16974500065,16568.487782329634,203836.46388387852,0.4239936681465246,39.606239522057145,2.2737367544323206e-13,0.0,6.661338147750939e-16,False,False,False
deterministic,2025-01-01,28,optimal,15749.16974500065,16495.564895637846,203949.38486997096,1.0094895068966772,30.971740458277488,1.7053025658242404e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,29,optimal,15749.16974500065,16385.621785448388,203554.4534599995,1.325733928515704,23.924206382409462,5.684341886080802e-14,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,30,optimal,15749.16974500065,16492.57541066121,204065.98630556502,0.8128543443385305,33.276668356377925,2.5579538487363607e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,31,optimal,15749.16974500065,16533.252581111614,204185.44165726818,0.556482818430873,35.74485084035505,2.2737367544323206e-13,0.0,5.551115123125783e-16,False,False,False
deterministic,2025-01-01,32,optimal,15749.16974500065,16633.00455818608,204321.12782964399,0.397969041442364,37.59199698932535,1.9895196601282805e-13,0.0,1.1102230246251565e-16,False,False,False
deterministic,2025-01-01,33,optimal,15749.16974500065,16783.827277470144,204581.49561991103,0.10487616660322746,51.22825592255927,1.1368683772161603e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,34,optimal,15749.16974500065,16693.64266600764,204676.60364017333,0.4098303162990081,41.157180591999854,2.2737367544323206e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,35,optimal,15749.16974500065,16549.717099792306,203779.51161174846,0.24609336235777396,43.5102203849027,1.1368683772161603e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,36,optimal,15749.16974500065,16707.847215324484,204561.44412579472,0.23947732901590643,45.71622360913252,3.126388037344441e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,37,optimal,15749.16974500065,16466.922573641274,204224.09140270698,0.8315811616655379,29.585576961696475,1.9895196601282805e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,38,optimal,15749.16974500065,16616.73266886234,204055.68524519523,0.9087179234721291,36.377168563525615,3.126388037344441e-13,0.0,6.661338147750939e-16,False,False,False
deterministic,2025-01-01,39,optimal,15749.16974500065,16371.239068657665,203528.16577644105,1.5173171209127583,23.803412412215888,2.5579538487363607e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,40,optimal,15749.16974500065,16611.28582700758,204368.89028840914,1.7864728519899065,30.61074622011994,1.9895196601282805e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,41,optimal,15749.16974500065,16448.1568219286,203936.0008111383,1.4064224176511508,22.861714928121504,2.5579538487363607e-13,0.0,6.661338147750939e-16,False,False,False
deterministic,2025-01-01,42,optimal,15749.16974500065,16723.852105611633,204601.7268091668,0.1260837834810372,40.85051884897498,1.9895196601282805e-13,0.0,6.661338147750939e-16,False,False,False
deterministic,2025-01-01,43,optimal,15749.16974500065,16542.7130593292,203864.6356310438,0.24153834070848956,40.75402665699246,2.2737367544323206e-13,0.0,6.106226635438361e-16,False,False,False
deterministic,2025-01-01,44,optimal,15749.16974500065,16518.895358296064,203631.10836215827,0.5232823868949058,37.16202437431481,1.7053025658242404e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,45,optimal,15749.16974500065,16633.823525511612,204224.29038623796,0.39184518586917,42.67101677425675,1.7053025658242404e-13,0.0,6.661338147750939e-16,False,False,False
deterministic,2025-01-01,46,optimal,15749.16974500065,16522.35853909879,203929.49395082507,0.6091309395633253,39.329700531014836,1.4210854715202004e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,47,optimal,15749.16974500065,16541.29994293252,204474.36878481135,0.9601426132135651,40.10738725516544,2.2737367544323206e-13,0.0,3.3306690738754696e-16,False,False,False
deterministic,2025-01-01,48,optimal,15749.16974500065,16586.864275828113,204013.80261030025,0.3234558268218233,38.0952587849101,1.7053025658242404e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-01-01,49,optimal,15749.16974500065,16554.02597287736,203914.45895199335,0.5061495424458046,38.786553811110565,1.9895196601282805e-13,0.0,3.3306690738754696e-16,False,False,False
