method,window,workload_replay_id,solver_status,nominal_operating_cost_usd,actual_operating_cost_usd,actual_carbon_kg,actual_curtailment_mwh,batch_adjustment_mwh,workload_envelope_violation_mwh,grid_limit_violation_mw,ramp_violation_mw,workload_violation,grid_limit_violation,ramp_violation
deterministic,2025-04-01,44,optimal,15811.608669641511,16528.699633468335,125838.20768154143,0.5889931679421042,35.1053896931435,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,45,optimal,15811.608669641511,16746.86074331829,126543.78701578201,1.0806323947315153,38.990493565499925,1.7053025658242404e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,46,optimal,15811.608669641511,16586.590183302396,126035.34253438535,0.5284618620871031,37.3239050816015,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,47,optimal,15811.608669641511,16627.285938562767,126300.02851628851,1.059683515739756,36.75797914329532,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,48,optimal,15811.608669641511,16454.223172867572,125933.58328370698,1.0683230580509768,32.74126662747421,2.2737367544323206e-13,0.0,1.1102230246251565e-15,False,False,False
deterministic,2025-04-01,49,optimal,15811.608669641511,16861.976602741503,126211.70490972474,0.48879670358551686,43.910097394983566,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,50,optimal,15811.608669641511,16835.931140682653,126469.66501210468,0.4776439619305418,40.51249331087223,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,51,optimal,15811.608669641511,16574.234688142747,126162.56560703549,1.5536477753995501,37.29050921793485,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,52,optimal,15811.608669641511,16691.509794223657,126418.97898268345,0.7623259156999221,41.585102636803505,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,53,optimal,15811.608669641511,16504.401474216153,126091.71938496431,0.6662228836583725,26.567882130911617,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,54,optimal,15811.608669641511,16519.893619656927,126017.11091768641,0.5084990831591285,32.758943584828764,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,55,optimal,15811.608669641511,16626.080420654536,126343.29316382004,0.8513798594559931,38.84595577023987,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,56,optimal,15811.608669641511,16403.95112206023,126208.36743894476,1.761420132328698,24.17076970505899,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,57,optimal,15811.608669641511,16488.568044201627,125636.00084760765,1.2698679273968656,33.22463268735367,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,58,optimal,15811.608669641511,16828.906362594484,126476.49597485721,0.36884727775394455,44.92330739830581,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,59,optimal,15811.608669641511,16540.68142477179,126264.49818787246,1.3415383032573867,36.52536042408425,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,60,optimal,15811.608669641511,16675.976472457107,126531.01415050872,1.8449202549405743,33.71443820619377,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,61,optimal,15811.608669641511,16413.87826600659,125929.59704149653,1.820800680770421,26.954514339031604,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,62,optimal,15811.608669641511,16620.4489212972,126460.23850858439,0.5178197168585537,41.16891073938267,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,63,optimal,15811.608669641511,16721.655683225366,126205.0604231119,0.6418158308170826,45.1640505904861,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,64,optimal,15811.608669641511,16525.84814979812,126795.34754184172,1.5514381106100115,31.90872911582924,5.684341886080802e-14,0.0,7.771561172376096e-16,False,False,False
deterministic,2025-04-01,65,optimal,15811.608669641511,16738.224157642828,126379.6948577993,0.7537495142017808,37.47010005340872,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,66,optimal,15811.608669641511,16628.31011420388,126191.78382601096,0.7429948557249059,44.667075260894244,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,67,optimal,15811.608669641511,16417.44717722299,125849.02991934023,0.3737943849477936,35.64236047574254,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,68,optimal,15811.608669641511,16515.93336820527,126082.9695487006,1.2861727896972708,35.891841245884464,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,69,optimal,15811.608669641511,16691.948322993576,126209.66605436191,0.7910715280930445,39.76904049156724,2.2737367544323206e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,70,optimal,15811.608669641511,16546.420785648865,126403.5940362525,1.620274642530886,42.748835762842795,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,71,optimal,15811.608669641511,16647.386687870632,126314.58945687414,0.41103960544796647,43.64355795452938,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,72,optimal,15811.608669641511,16688.374008484425,126306.99437623829,1.2860622777005437,40.7303714113876,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,73,optimal,15811.608669641511,16521.239968045702,125957.9146086229,1.2266982896173755,32.84986940444473,1.1368683772161603e-13,0.0,1.3322676295501878e-15,False,False,False
deterministic,2025-04-01,74,optimal,15811.608669641511,16555.858985979954,125746.8838403808,0.5599338922520195,38.282973111169866,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,75,optimal,15811.608669641511,16500.56346981821,126140.33321350659,0.5433818196609218,35.42526717362084,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,76,optimal,15811.608669641511,16606.8387297737,126027.75725496875,0.7744790030402544,38.54532476890178,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,77,optimal,15811.608669641511,16661.854106242576,126222.64976185253,1.4492202336247315,29.071803626184973,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,78,optimal,15811.608669641511,16728.554758453996,126383.57029425148,0.6115348321724264,36.829372483877634,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,79,optimal,15811.608669641511,16571.34614089984,126382.36415305772,1.2412390397932729,32.48597371929028,2.2737367544323206e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,80,optimal,15811.608669641511,16546.33712688239,126222.12565659135,1.2967094168146822,35.383984488392876,1.1368683772161603e-13,0.0,1.1102230246251565e-15,False,False,False
deterministic,2025-04-01,81,optimal,15811.608669641511,16748.20014095045,126263.25344629002,0.9366569157448629,41.35581799993655,8.526512829121202e-14,0.0,7.771561172376096e-16,False,False,False
deterministic,2025-04-01,82,optimal,15811.608669641511,16679.66142061749,126581.69379112666,1.23610036473563,28.303129558039394,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,83,optimal,15811.608669641511,16536.443674743467,125818.19274638407,1.5060729217828435,31.090496227339443,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,84,optimal,15811.608669641511,16502.975085773203,126028.49152642395,0.9884423644924141,30.483517956029317,2.2737367544323206e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,85,optimal,15811.608669641511,16855.071242359743,126397.13388440882,0.6216584933107794,47.411574470202225,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,86,optimal,15811.608669641511,16524.601737352885,126330.34757170387,1.3691935523573153,31.60721745453861,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,87,optimal,15811.608669641511,16731.774607107836,126266.03564170646,0.652529532133138,36.671085164355866,1.7053025658242404e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,88,optimal,15811.608669641511,16923.941756380893,126419.42722288262,0.7150899783687352,42.91244599686915,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,89,optimal,15811.608669641511,16577.58781915594,126271.52924354278,1.558581890355347,33.865081995308316,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,90,optimal,15811.608669641511,16523.180544693787,125919.60422344352,0.6917941454883558,41.94895010272352,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,91,optimal,15811.608669641511,16621.764435535395,126065.13607723809,0.9978244048455854,36.65904139187036,1.9895196601282805e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,92,optimal,15811.608669641511,16416.32595792121,125911.00063129558,1.212693359074695,25.739077118431275,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,93,optimal,15811.608669641511,16596.58492961221,125794.67450186644,0.7022810565235618,33.7296441711924,1.9895196601282805e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,94,optimal,15811.608669641511,16547.456432924388,125999.94449454935,0.9501730088378106,32.67549690073935,4.263256414560601e-14,0.0,7.771561172376096e-16,False,False,False
deterministic,2025-04-01,95,optimal,15811.608669641511,16572.39111973754,126058.48037208353,0.5674427036150117,36.85957497596935,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,96,optimal,15811.608669641511,16587.764787889275,126406.29273816504,1.2284976605597617,33.057849679444594,1.4210854715202004e-13,0.0,8.881784197001252e-16,False,False,False
deterministic,2025-04-01,97,optimal,15811.608669641511,16774.30547331752,126540.66962080417,1.088357398504669,36.9231100776614,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-04-01,98,optimal,15811.608669641511,16479.239780699772,126269.27026382435,1.5538999419230513,26.772800511843034,2.5579538487363607e-13,0.0,7.771561172376096e-16,False,False,False
deterministic,2025-04-01,99,optimal,15811.608669641511,16572.48849472067,125970.73408218846,0.4569832935312753,40.19181551615621,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,0,optimal,16022.985047598595,17436.44063455664,172457.48592846966,1.3681290914564912,36.40409280328941,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,1,optimal,16022.985047598595,17419.78916547065,172172.88861361862,1.3635443755781322,47.46890300116387,1.5631940186722204e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,2,optimal,16022.985047598595,17264.89929169162,172260.7541324039,1.949570505085074,30.631319998773204,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,3,optimal,16022.985047598595,17817.479618478148,172454.1033637128,1.4636854978956433,38.96103094195676,2.5579538487363607e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,4,optimal,16022.985047598595,17247.527134803888,172595.53091793702,2.1067703402395996,32.242461953754834,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,5,optimal,16022.985047598595,17580.532114790065,172223.6517697139,1.17894157011812,40.12199482023422,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,6,optimal,16022.985047598595,17261.521751563836,172436.97994001218,1.9518208692730217,31.954266616611896,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,7,optimal,16022.985047598595,17609.448699145265,172466.48106133202,1.5599530638318273,34.84077101078511,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,8,optimal,16022.985047598595,17375.939673032433,172234.73646146868,1.7981684898619739,36.5699381327286,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,9,optimal,16022.985047598595,17441.444202846506,172368.46977032043,0.7264602711319558,47.092570496623296,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,10,optimal,16022.985047598595,17146.26799425816,172030.8302526304,0.8196937039973826,34.31461278078676,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,11,optimal,16022.985047598595,17212.315359389464,172382.9841145473,2.2251725878987454,28.274412286225818,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,12,optimal,16022.985047598595,17584.387031199432,172072.19415773507,1.6794655742663154,30.579954925648227,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,13,optimal,16022.985047598595,17644.986723172555,172380.85586841006,0.9290894730541013,41.153254156634546,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,14,optimal,16022.985047598595,17243.877225365457,172456.13620765388,2.2070964817675667,35.489667644113595,1.5631940186722204e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,15,optimal,16022.985047598595,17312.72151350047,172594.1464957545,2.2336083849729067,29.872571400868896,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,16,optimal,16022.985047598595,17275.330425618668,172556.18728433808,1.7885878733238971,31.269648297938726,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,17,optimal,16022.985047598595,17454.012856777223,171767.5556016549,0.35447700706156604,42.41671883258589,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,18,optimal,16022.985047598595,17425.335859749237,172150.97235907445,1.6922198073135402,42.22489068074071,8.526512829121202e-14,0.0,1.2101430968414206e-14,False,False,False
deterministic,2025-07-01,19,optimal,16022.985047598595,17264.616734183997,172196.0620680109,1.5928599458864252,32.69323509669553,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,20,optimal,16022.985047598595,17314.90188494963,172622.10927257832,1.6142989271890538,32.5749128415998,7.105427357601002e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,21,optimal,16022.985047598595,17198.53850942256,172263.96042345822,1.4492085436169793,32.82638741938455,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,22,optimal,16022.985047598595,17318.571848585107,172540.3690893997,2.4701740883575707,36.02199859684788,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,23,optimal,16022.985047598595,17303.937196620423,172457.45489430285,1.9949666659031682,38.181072851397886,1.2789769243681803e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,24,optimal,16022.985047598595,17360.900294178024,172445.36951524153,1.3417880200064625,41.439630018824964,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,25,optimal,16022.985047598595,17129.175481388098,172259.45504848764,1.3044825580764743,31.297439515348046,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,26,optimal,16022.985047598595,17361.526394986915,171952.72912892388,0.7297656394706887,45.75274575072096,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,27,optimal,16022.985047598595,17399.859116470303,172310.80462483142,1.600541579028869,38.94737356724668,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,28,optimal,16022.985047598595,17210.196124874332,172331.61251043566,1.7151926341214871,26.44321153850596,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,29,optimal,16022.985047598595,17185.229071174796,172567.1957289534,2.121674126764469,25.680294982966828,1.2789769243681803e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,30,optimal,16022.985047598595,17282.259106764017,172739.27296285777,2.735157859691757,30.663295142676493,1.7053025658242404e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,31,optimal,16022.985047598595,17236.120169075617,172111.39990265816,1.926289957504872,34.47841050792651,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,32,optimal,16022.985047598595,17296.575748277104,172555.20936219822,2.287821292373705,34.29582894018682,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,33,optimal,16022.985047598595,17460.44620608181,172101.68960434428,0.40850330503133936,46.91334838530928,1.7053025658242404e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,34,optimal,16022.985047598595,17464.810729230867,172448.52665990152,1.8264811076087766,38.75942863723042,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,35,optimal,16022.985047598595,17255.533424178364,172313.16776558664,1.005616461158079,41.29123983212711,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,36,optimal,16022.985047598595,17345.807162070738,172373.50700858515,1.4895326918683438,43.129591717274735,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,37,optimal,16022.985047598595,17194.555317173883,172385.56787178564,2.449285385882472,27.765175061012304,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,38,optimal,16022.985047598595,17293.832625138275,172643.15385112775,2.692646759502665,33.36038998007445,1.2789769243681803e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,39,optimal,16022.985047598595,17379.341841501533,173179.79520614867,2.7571551210999203,26.595216289998127,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,40,optimal,16022.985047598595,17274.599769713284,172852.030674184,3.1944381507275956,29.30032206403416,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,41,optimal,16022.985047598595,17241.663646792458,172853.41575815124,3.402142017946212,22.48014937709246,1.9895196601282805e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,42,optimal,16022.985047598595,17425.5497603653,172288.24260855268,1.6262857295734578,38.86026441477998,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,43,optimal,16022.985047598595,17786.649589958473,172465.1964900461,2.042863306259507,35.64295085947736,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,44,optimal,16022.985047598595,17442.58836021041,172675.97577997163,1.3830163128707083,36.266726737604394,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,45,optimal,16022.985047598595,17297.802860538704,172697.48666465917,1.9113170005104787,40.13339888146532,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,46,optimal,16022.985047598595,17391.91187595985,172282.66994040148,1.2290919496496007,35.956600366220286,1.7053025658242404e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,47,optimal,16022.985047598595,17485.15192622874,172764.3671582058,2.2562524376953603,38.66576296336974,4.263256414560601e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,48,optimal,16022.985047598595,17279.176298339862,172422.23061366784,1.600749869646354,33.45589913104327,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,49,optimal,16022.985047598595,17367.062991751674,172243.37653755205,0.9494877574405679,44.614176835973126,1.9895196601282805e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,50,optimal,16022.985047598595,17341.00156566123,172457.2386653768,1.885017345894887,39.43062352122935,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,51,optimal,16022.985047598595,17339.351151984916,172340.17822130068,1.149686656957941,37.5814731216849,1.7053025658242404e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,52,optimal,16022.985047598595,17277.916415097458,172033.98429633235,0.9318003797741331,40.187834647676524,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,53,optimal,16022.985047598595,17318.83151214185,172583.71068217375,1.8334588567487224,27.60688160426707,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,54,optimal,16022.985047598595,17489.09591710711,172493.77443044586,1.4813238920708207,34.42809278092947,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,55,optimal,16022.985047598595,17273.68580161974,172083.7559829168,1.1679797585703366,38.8966492328437,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,56,optimal,16022.985047598595,17260.216480657848,172823.17193484228,2.9119675744606957,27.0181229249941,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,57,optimal,16022.985047598595,17270.056900792766,172536.69877687757,1.9606274654714886,32.96692506696259,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,58,optimal,16022.985047598595,17376.123762993066,171953.70285203567,0.49996061223659644,41.469975278993424,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,59,optimal,16022.985047598595,17263.282219736513,172818.69139636704,2.6335272555014217,35.464540699974016,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,60,optimal,16022.985047598595,17280.208043045353,172693.48956589334,1.7945513695271627,37.56527756841794,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,61,optimal,16022.985047598595,17336.7081492517,173115.07758692213,3.457225529215749,27.428353752220353,1.7053025658242404e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,62,optimal,16022.985047598595,17228.751866684128,172032.98601526313,0.8367272063073649,37.44175234321935,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,63,optimal,16022.985047598595,17370.213235896692,172012.35413724446,0.7049477473511577,46.12928035124415,1.7053025658242404e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,64,optimal,16022.985047598595,17169.48565780232,172277.63828316645,2.3428557536472945,30.823718271801187,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,65,optimal,16022.985047598595,17405.490460957928,171811.94525704556,0.8980605838843991,35.11683719381788,1.7053025658242404e-13,0.0,5.551115123125783e-15,False,False,False
deterministic,2025-07-01,66,optimal,16022.985047598595,17258.172380634114,172134.81179682052,1.0429845774315545,43.689328913049295,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,67,optimal,16022.985047598595,17254.714181067175,172535.72912049724,1.7220570647305393,35.750888131220854,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,68,optimal,16022.985047598595,17265.569573526685,172307.29084379296,1.8819746027798956,37.59931169418774,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,69,optimal,16022.985047598595,17436.091140865617,172023.56709461886,0.8641671734219241,40.323251644732316,2.2737367544323206e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,70,optimal,16022.985047598595,17289.410838798092,172533.33849535545,1.8884108625500913,40.53448779773801,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,71,optimal,16022.985047598595,17344.042524243025,172255.6798016257,1.2083178032831474,43.646619939390476,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,72,optimal,16022.985047598595,17314.042935962392,172089.3756663169,1.2933581496244964,42.29512130216424,1.7053025658242404e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,73,optimal,16022.985047598595,17247.70218379262,172263.56719001572,1.8368335776088494,33.37988332672851,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,74,optimal,16022.985047598595,17368.959880365644,172570.30001142825,1.1261418041065208,39.31854837863205,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,75,optimal,16022.985047598595,17308.693388956377,172396.85456652337,2.0302309697834984,35.570846286696344,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,76,optimal,16022.985047598595,17257.136052653837,171946.5615304192,0.8821507043137184,39.1572338611443,1.2789769243681803e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,77,optimal,16022.985047598595,17404.833870817918,172302.50225592888,1.049465745688614,32.41470114360722,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,78,optimal,16022.985047598595,17330.277541357656,172475.881759523,1.7278510725621183,36.324608893167884,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,79,optimal,16022.985047598595,17261.065936150466,172594.3027273037,1.7672942115819323,33.08193534586703,1.9895196601282805e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,80,optimal,16022.985047598595,17354.79597856798,172771.6396953602,2.5836889422339855,34.233860949936414,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,81,optimal,16022.985047598595,17401.3691407537,172531.42855480523,1.473286715974559,41.19318696998506,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,82,optimal,16022.985047598595,17629.4536785841,172738.01008428007,2.3058342101088924,27.513758834865797,2.842170943040401e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,83,optimal,16022.985047598595,17391.770410308407,172747.55218133098,2.3286453005423424,33.906178676383085,2.5579538487363607e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,84,optimal,16022.985047598595,17295.29562054781,172789.58436734395,3.0733844821294523,32.181629018973744,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,85,optimal,16022.985047598595,17352.755942782816,171965.27458766644,0.8893437115378515,46.93603704099692,1.7053025658242404e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,86,optimal,16022.985047598595,17237.069518185417,172318.64048024506,1.5962067753693439,31.76058250233798,7.105427357601002e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,87,optimal,16022.985047598595,17751.07758453229,172519.5581234416,1.3193612618415147,39.26833620829015,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,88,optimal,16022.985047598595,17332.60105458949,172064.9850499383,0.9778930639790938,42.4389078729951,1.7053025658242404e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,89,optimal,16022.985047598595,17400.592576139938,172546.00988183162,1.823115240179032,35.76301746097217,5.684341886080802e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,90,optimal,16022.985047598595,17321.73898758352,172505.71764890067,1.432102022071823,42.4262368846766,2.842170943040401e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,91,optimal,16022.985047598595,17304.955835723238,172317.64917558656,1.6875275641409198,34.94320053907095,2.2737367544323206e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,92,optimal,16022.985047598595,17154.9879974577,172268.8933756411,1.8342364735125294,24.213841279592582,8.526512829121202e-14,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,93,optimal,16022.985047598595,17635.59230906984,172096.30018729478,1.117794781789422,37.62755862537293,1.4210854715202004e-13,0.0,9.992007221626409e-16,False,False,False
deterministic,2025-07-01,94,optimal,16022.985047598595,17620.861220113333,172157.26961874712,1.4033967334424298,34.6894796298324,1.1368683772161603e-13,0.0,9.992007221626409e-16,False,False,False
