delivery_date,cv_fold,hour_index,forecast_cutoff_utc,interval_end_utc,forecast_method,erco_solar_generation_mwh,erco_wind_generation_mwh,erco_consumed_co2_intensity_lbs_per_kwh,forecast_erco_solar_generation_mwh,forecast_erco_wind_generation_mwh,forecast_consumed_co2_lbs_per_kwh,residual_erco_solar_generation_mwh,residual_erco_wind_generation_mwh,residual_erco_consumed_co2_intensity_lbs_per_kwh,complete_row,usable_24h_block
2024-01-01,fold_1,10,2024-01-01T00:00:00Z,2024-01-01T17:00:00Z,direct_ridge_90d_v1,9500.0,1540.0,0.9203144591665747,8723.75137646109,7238.640582915475,0.6146515423431215,776.2486235389097,-5698.640582915475,0.30566291682345326,True,True
2024-01-01,fold_1,11,2024-01-01T00:00:00Z,2024-01-01T18:00:00Z,direct_ridge_90d_v1,10138.0,1802.0,0.871102276300323,8982.792826702022,7274.243784000613,0.5725333937612301,1155.2071732979784,-5472.243784000613,0.29856888253909286,True,True
2024-01-01,fold_1,12,2024-01-01T00:00:00Z,2024-01-01T19:00:00Z,direct_ridge_90d_v1,10430.0,2003.0,0.831730907098128,9172.753619186706,7896.76536291975,0.5678757832857403,1257.2463808132943,-5893.76536291975,0.26385512381238774,True,True
2024-01-01,fold_1,13,2024-01-01T00:00:00Z,2024-01-01T20:00:00Z,direct_ridge_90d_v1,10832.0,2057.0,0.7855594863631284,9162.643231931961,8625.926668074075,0.560383962049558,1669.356768068039,-6568.926668074075,0.22517552431357046,True,True
2024-01-01,fold_1,14,2024-01-01T00:00:00Z,2024-01-01T21:00:00Z,direct_ridge_90d_v1,11223.0,2199.0,0.7553760973284711,8928.83734797962,9193.603625546568,0.5564410949984772,2294.162652020381,-6994.603625546568,0.19893500232999395,True,True
2024-01-01,fold_1,15,2024-01-01T00:00:00Z,2024-01-01T22:00:00Z,direct_ridge_90d_v1,11239.0,2718.0,0.7299885895012265,8272.97603017331,9491.203252071526,0.5747346149433292,2966.0239698266905,-6773.203252071526,0.15525397455789725,True,True
2024-01-01,fold_1,16,2024-01-01T00:00:00Z,2024-01-01T23:00:00Z,direct_ridge_90d_v1,7278.0,3393.0,0.8483737218320984,4575.063949019061,9036.036998029913,0.7095174188408673,2702.9360509809394,-5643.036998029913,0.13885630299123108,True,True
2024-01-01,fold_1,17,2024-01-01T00:00:00Z,2024-01-02T00:00:00Z,direct_ridge_90d_v1,921.0,5080.0,1.040512501538448,335.67113145406233,8602.931645313103,0.8819729841672269,585.3288685459377,-3522.931645313103,0.15853951737122107,True,True
2024-01-01,fold_1,18,2024-01-01T00:00:00Z,2024-01-02T01:00:00Z,direct_ridge_90d_v1,0.0,6691.0,1.0457251824393339,0.0,10039.640475203554,0.8745855452201693,0.0,-3348.640475203554,0.1711396372191646,True,True
2024-01-01,fold_1,19,2024-01-01T00:00:00Z,2024-01-02T02:00:00Z,direct_ridge_90d_v1,0.0,7502.0,1.0314614323742797,0.0,12203.431722815349,0.8098204620958828,0.0,-4701.431722815349,0.2216409702783969,True,True
2024-01-01,fold_1,20,2024-01-01T00:00:00Z,2024-01-02T03:00:00Z,direct_ridge_90d_v1,0.0,7943.0,1.0144328557540538,0.0,13519.530493841936,0.7653441515645405,0.0,-5576.530493841936,0.24908870418951334,True,True
2024-01-01,fold_1,21,2024-01-01T00:00:00Z,2024-01-02T04:00:00Z,direct_ridge_90d_v1,0.0,8101.0,1.0106291625297825,0.0,13828.457699204075,0.7374999275908916,0.0,-5727.457699204075,0.27312923493889096,True,True
2024-01-01,fold_1,22,2024-01-01T00:00:00Z,2024-01-02T05:00:00Z,direct_ridge_90d_v1,0.0,8526.0,0.9915275676579576,0.0,13990.363744985289,0.7136531703568206,0.0,-5464.363744985289,0.27787439730113694,True,True
2024-01-01,fold_1,23,2024-01-01T00:00:00Z,2024-01-02T06:00:00Z,direct_ridge_90d_v1,0.0,9082.0,0.9613207252719149,0.0,14055.754799494214,0.6918854799817867,0.0,-4973.754799494214,0.2694352452901282,True,True
2024-01-02,fold_1,0,2024-01-02T00:00:00Z,2024-01-02T07:00:00Z,direct_ridge_90d_v1,0.0,9179.0,0.9300847388878937,0.0,12988.756191629098,0.72931593313654,0.0,-3809.756191629098,0.2007688057513537,True,True
2024-01-02,fold_1,1,2024-01-02T00:00:00Z,2024-01-02T08:00:00Z,direct_ridge_90d_v1,0.0,9056.0,0.9212022061839769,0.0,12618.475729437125,0.7390545122350205,0.0,-3562.4757294371248,0.18214769394895636,True,True
2024-01-02,fold_1,2,2024-01-02T00:00:00Z,2024-01-02T09:00:00Z,direct_ridge_90d_v1,0.0,9293.0,0.9012957330626729,0.0,12352.967992875612,0.7467673750937434,0.0,-3059.9679928756123,0.1545283579689295,True,True
2024-01-02,fold_1,3,2024-01-02T00:00:00Z,2024-01-02T10:00:00Z,direct_ridge_90d_v1,0.0,10147.0,0.8468482942250647,0.0,12103.041771528984,0.7647393189442008,0.0,-1956.041771528984,0.08210897528086392,True,True
